votes_dem,votes_gop,total_votes,dem_pct,gop_pct,diff_votes,diff_votes_pct,STATE_Abbreviation,NAME,FIPS,STATE,election_ldi.us
3490,8616,12829,0.27203990958,0.67160339855,5126,39.96,IL,Montgomery County,17135,Illinois,-4.299025987216494
4693,9060,14607,0.321284315739,0.620250564798,4367,29.9,IL,Morgan County,17137,Illinois,-4.378570439616441
1476,4453,6209,0.237719439523,0.717184731841,2977,47.95,IL,Moultrie County,17139,Illinois,-4.2333605198461575
8025,14344,23798,0.337213211194,0.602739726027,6319,26.55,IL,Ogle County,17141,Illinois,-4.407208501033929
37436,35299,77465,0.483263409282,0.455676757245,2137,2.76,IL,Peoria County,17143,Illinois,-4.68691028032576
2433,6816,9706,0.25066968885200003,0.702246033381,4383,45.16,IL,Perry County,17145,Illinois,-4.254410155259738
2633,5623,8899,0.295875941117,0.631868749298,2990,33.6,IL,Piatt County,17147,Illinois,-4.360012275367284
1412,5749,7458,0.189326897291,0.770850093859,4337,58.15,IL,Pike County,17149,Illinois,-4.161200048918541
374,1678,2132,0.175422138837,0.787054409006,1304,61.16,IL,Pope County,17151,Illinois,-4.1403965920612515
817,1583,2473,0.330367974121,0.640113222806,766,30.97,IL,Pulaski County,17153,Illinois,-4.347048901444025
1143,1762,3076,0.371586475943,0.572821846554,619,20.12,IL,Putnam County,17155,Illinois,-4.458119217932491
3421,9992,14032,0.243799885975,0.712086659065,6571,46.83,IL,Randolph County,17157,Illinois,-4.240494356609682
1579,5736,7630,0.206946264744,0.751769331586,4157,54.48,IL,Richland County,17159,Illinois,-4.186264435801981
32258,26969,62971,0.51226755173,0.428276508234,5289,8.4,IL,Rock Island County,17161,Illinois,-4.748924938526482
2551,8248,11234,0.227078511661,0.734199750757,5697,50.71,IL,Saline County,17165,Illinois,-4.2099128411982205
40731,49823,96472,0.42220540675,0.516450369019,9092,9.42,IL,Sangamon County,17167,Illinois,-4.561714779802926
1074,2523,3792,0.283227848101,0.665348101266,1449,38.21,IL,Schuyler County,17169,Illinois,-4.308383608536728
528,1965,2583,0.204413472706,0.760743321719,1437,55.63,IL,Scott County,17171,Illinois,-4.1743979625955285
2279,8209,10912,0.208852639296,0.752291055718,5930,54.34,IL,Shelby County,17173,Illinois,-4.185570681538748
60180,53479,119201,0.504861536397,0.448645565054,6701,5.62,IL,St. Clair County,17163,Illinois,-4.702460784180896
748,1777,2707,0.276320650166,0.656446250462,1029,38.01,IL,Stark County,17175,Illinois,-4.321853155262433
7531,10845,19525,0.385710627401,0.555441741357,3314,16.97,IL,Stephenson County,17177,Illinois,-4.488930245250473
20568,38620,63347,0.324687830521,0.609657915923,18052,28.5,IL,Tazewell County,17179,Illinois,-4.395795966490298
2389,5780,8514,0.280596664318,0.678881841673,3391,39.83,IL,Union County,17181,Illinois,-4.288246878524135
9876,18582,29799,0.331420517467,0.623577972415,8706,29.22,IL,Vermilion County,17183,Illinois,-4.373220159485639
1146,4039,5402,0.2121436505,0.747686042207,2893,53.55,IL,Wabash County,17185,Illinois,-4.19171081259174
2983,4267,7700,0.387402597403,0.554155844156,1284,16.68,IL,Warren County,17187,Illinois,-4.491248018456634
1446,5566,7376,0.196041214751,0.754609544469,4120,55.86,IL,Washington County,17189,Illinois,-4.182493516953133
1048,6963,8256,0.126937984496,0.843386627907,5915,71.64,IL,Wayne County,17191,Illinois,-4.07126848658191
1412,5639,7289,0.193716559199,0.77363149952,4227,57.99,IL,White County,17193,Illinois,-4.157598311377944
11005,12597,25210,0.436533121777,0.499682665609,1592,6.31,IL,Whiteside County,17195,Illinois,-4.594720744632573
146230,129726,291010,0.502491323322,0.445778495584,16504,5.67,IL,Will County,17197,Illinois,-4.708871790807667
8539,21503,31422,0.271752275476,0.684329450703,12964,41.26,IL,Williamson County,17199,Illinois,-4.2802545180457745
52595,53922,113027,0.465331292523,0.477071850089,1327,1.17,IL,Winnebago County,17201,Illinois,-4.641026864122962
5068,13180,19389,0.261385321574,0.679766878127,8112,41.84,IL,Woodford County,17203,Illinois,-4.286944059677313
2802,9642,13039,0.214893780198,0.739473886034,6840,52.46,IN,Adams County,18001,Indiana,-4.202755004261322
55222,83801,145787,0.378785488418,0.57481805648,28579,19.6,IN,Allen County,18003,Indiana,-4.4546404055734525
9841,20637,32389,0.303837722684,0.637160764457,10796,33.33,IN,Bartholomew County,18005,Indiana,-4.351671971571437
860,2579,3654,0.235358511221,0.705801860974,1719,47.04,IN,Benton County,18007,Indiana,-4.2493594248601365
1243,3349,4822,0.257776856076,0.694525093322,2106,43.67,IN,Blackford County,18009,Indiana,-4.265465679750444
10181,19654,32061,0.317550918561,0.61301893266,9473,29.55,IN,Boone County,18011,Indiana,-4.39029815207315
2518,5015,7908,0.318411734952,0.634167931209,2497,31.58,IN,Brown County,18013,Indiana,-4.356380177697457
1891,6273,8609,0.219653850621,0.728656057614,4382,50.9,IN,Carroll County,18015,Indiana,-4.217492152364522
3758,9697,14135,0.265864874425,0.686027591086,5939,42.02,IN,Cass County,18017,Indiana,-4.277776125626222
18791,30012,51104,0.367701158422,0.587273011897,11221,21.96,IN,Clark County,18019,Indiana,-4.433204164152783
2306,8528,11259,0.204813926636,0.75743849365,6222,55.26,IN,Clay County,18021,Indiana,-4.178751635200017
2819,8530,11896,0.236970410222,0.717047747142,5711,48.01,IN,Clinton County,18023,Indiana,-4.2335515414572615
1323,3013,4591,0.288172511435,0.65628403398,1690,36.81,IN,Crawford County,18025,Indiana,-4.322100298921337
1800,8545,10736,0.167660208644,0.795920268256,6745,62.83,IN,Daviess County,18027,Indiana,-4.129194957465331
4883,18110,23910,0.204224173986,0.757423672104,13227,55.32,IN,Dearborn County,18029,Indiana,-4.178771203377685
2121,8488,11095,0.191167192429,0.765029292474,6367,57.39,IN,Decatur County,18031,Indiana,-4.168779848876129
3941,12054,16816,0.234360133206,0.716817316841,8113,48.25,IN,DeKalb County,18033,Indiana,-4.233872952877028
18100,24217,44699,0.404930759077,0.541779458153,6117,13.68,IN,Delaware County,18035,Indiana,-4.5138349579301895
5389,13365,19917,0.270572877441,0.671034794397,7976,40.05,IN,Dubois County,18037,Indiana,-4.2998729826170115
20667,41810,65187,0.317041741452,0.641385552334,21143,32.43,IN,Elkhart County,18039,Indiana,-4.34506321098416
2252,6839,9530,0.236306400839,0.717628541448,4587,48.13,IN,Fayette County,18041,Indiana,-4.232741889353374
13939,21427,37225,0.374452652787,0.575607790463,7488,20.12,IN,Floyd County,18043,Indiana,-4.453267463355315
1476,5661,7474,0.197484613326,0.757425742574,4185,55.99,IN,Fountain County,18045,Indiana,-4.178768469812249
1967,8665,10990,0.17898089172,0.788444040036,6698,60.95,IN,Franklin County,18047,Indiana,-4.138632539051604
1960,6010,8374,0.234057797946,0.717697635539,4050,48.36,IN,Fulton County,18049,Indiana,-4.232645612852378
3720,11079,15472,0.240434332989,0.716067735264,7359,47.56,IN,Gibson County,18051,Indiana,-4.2349192079751266
7029,17009,25239,0.278497563295,0.673917350133,9980,39.54,IN,Grant County,18053,Indiana,-4.295586495307572
2929,10275,13763,0.212816973044,0.74656688222,7346,53.37,IN,Greene County,18055,Indiana,-4.193208765418834
57214,87299,153630,0.37241424201,0.568241879841,30085,19.58,IN,Hamilton County,18057,Indiana,-4.466146799919792
8901,25050,36027,0.247064701474,0.695311849446,16149,44.82,IN,Hancock County,18059,Indiana,-4.264333523619279
4776,12993,18528,0.257772020725,0.701262953368,8217,44.35,IN,Harrison County,18061,Indiana,-4.2558110442929475
22595,48326,75258,0.300233862181,0.642137712934,25731,34.19,IN,Hendricks County,18063,Indiana,-4.343891185970739
5124,13895,20075,0.255242839352,0.692154420922,8771,43.69,IN,Henry County,18065,Indiana,-4.268884890440839
11215,23675,36754,0.305136855852,0.644147575774,12460,33.9,IN,Howard County,18067,Indiana,-4.340766118004332
3506,11649,15974,0.219481657694,0.729247527232,8143,50.98,IN,Huntington County,18069,Indiana,-4.216680754880357
3843,12857,17532,0.219199178645,0.733344741045,9014,51.41,IN,Jackson County,18071,Indiana,-4.211078066257517
3329,9382,13331,0.249718700773,0.703773160303,6053,45.41,IN,Jasper County,18073,Indiana,-4.252237884028489
1889,5697,7962,0.237251946747,0.715523737754,3808,47.83,IN,Jay County,18075,Indiana,-4.2356791978834725
4325,8538,13461,0.321298566228,0.634276799643,4213,31.3,IN,Jefferson County,18077,Indiana,-4.356208521129979
2364,8222,11115,0.212685560054,0.739721097616,5858,52.7,IN,Jennings County,18079,Indiana,-4.2024207527433894
17318,45456,66229,0.261486659922,0.686345860575,28138,42.49,IN,Johnson County,18081,Indiana,-4.277312302175949
3772,11077,15483,0.243622037073,0.715429826261,7305,47.18,IN,Knox County,18083,Indiana,-4.235810455103128
6311,23909,31907,0.197793587614,0.749334001943,17598,55.15,IN,Kosciusko County,18085,Indiana,-4.189509158167516
2080,7025,9552,0.217755443886,0.735448073702,4945,51.77,IN,LaGrange County,18087,Indiana,-4.208214035233362
116896,75565,200247,0.583759057564,0.377358961682,41331,20.64,IN,Lake County,18089,Indiana,-4.87549708534475
19795,22678,44994,0.439947548562,0.50402275859,2883,6.41,IN,LaPorte County,18091,Indiana,-4.586072549800867
4210,14034,19076,0.220696162718,0.735688823653,9824,51.5,IN,Lawrence County,18093,Indiana,-4.207886737408691
18595,32376,53660,0.346533730898,0.603354453969,13781,25.68,IN,Madison County,18095,Indiana,-4.406189131227778
212676,130228,361070,0.589015980281,0.360672445786,82448,22.83,IN,Marion County,18097,Indiana,-4.920723778739104
4798,12286,18008,0.266437139049,0.682252332297,7488,41.58,IN,Marshall County,18099,Indiana,-4.283294394665479
881,3695,4807,0.183274391512,0.768670688579,2814,58.54,IN,Martin County,18101,Indiana,-4.164031328315001
2766,9975,13440,0.205803571429,0.7421875,7209,53.64,IN,Miami County,18103,Indiana,-4.199092066122216
34183,20527,57623,0.593217985874,0.356229283446,13656,23.7,IN,Monroe County,18105,Indiana,-4.93311939462382
3362,11051,15101,0.222634262632,0.731805840673,7689,50.92,IN,Montgomery County,18107,Indiana,-4.213178738989877
6037,23671,31180,0.193617703656,0.759172546504,17634,56.56,IN,Morgan County,18109,Indiana,-4.1764648872287395
1403,4074,5791,0.242272491798,0.703505439475,2671,46.12,IN,Newton County,18111,Indiana,-4.252618364242246
3904,12198,16890,0.231142687981,0.722202486679,8294,49.11,IN,Noble County,18113,Indiana,-4.226388420747902
686,2118,2917,0.235173123072,0.726088447035,1432,49.09,IN,Ohio County,18115,Indiana,-4.221022137508992
2048,5800,8189,0.250091586274,0.708267187691,3752,45.82,IN,Orange County,18117,Indiana,-4.245872566538542
1946,6151,8520,0.228403755869,0.721948356808,4205,49.35,IN,Owen County,18119,Indiana,-4.226740364417457
1441,4863,6576,0.219130170316,0.73950729927,3422,52.04,IN,Parke County,18121,Indiana,-4.2027098201354685
3062,4556,8025,0.381557632399,0.567725856698,1494,18.62,IN,Perry County,18123,Indiana,-4.4670553172339655
1297,4398,5977,0.216998494228,0.735820645809,3101,51.88,IN,Pike County,18125,Indiana,-4.207707571512598
33531,38719,76492,0.438359567014,0.506183653192,5188,6.78,IN,Porter County,18127,Indiana,-4.5817944183762505
3515,8393,12448,0.282374678663,0.674244858612,4878,39.19,IN,Posey County,18129,Indiana,-4.295100636138226
1327,3854,5437,0.244068420085,0.708846790509,2527,46.48,IN,Pulaski County,18131,Indiana,-4.245054561975414
3356,10637,14680,0.228610354223,0.724591280654,7281,49.6,IN,Putnam County,18133,Indiana,-4.2230862277199135
2446,7515,10456,0.233932670237,0.718726090283,5069,48.48,IN,Randolph County,18135,Indiana,-4.231213646920249
2471,9806,12790,0.19319781079,0.766692728694,7335,57.35,IN,Ripley County,18137,Indiana,-4.166607866165231
1525,5292,7214,0.211394510674,0.733573606876,3767,52.22,IN,Rush County,18139,Indiana,-4.210766030031123
2642,6074,9060,0.291611479029,0.670419426049,3432,37.88,IN,Scott County,18143,Indiana,-4.3007904472338225
4247,12718,17935,0.236799553945,0.709116253136,8471,47.23,IN,Shelby County,18145,Indiana,-4.244674491942629
2861,6572,9959,0.28727783914,0.659905613013,3711,37.26,IN,Spencer County,18147,Indiana,-4.316597158578158
52247,52019,109452,0.477350802178,0.475267697255,228,0.21,IN,St. Joseph County,18141,Indiana,-4.644815754329931
2489,6367,9226,0.269781053544,0.690114892695,3878,42.03,IN,Starke County,18149,Indiana,-4.271835877903241
3741,10127,14530,0.257467309016,0.696971782519,6386,43.95,IN,Steuben County,18151,Indiana,-4.261949047035078
2113,6138,8559,0.246874634887,0.717139852787,4025,47.03,IN,Sullivan County,18153,Indiana,-4.233423098504427
930,2558,3639,0.255564715581,0.702940368233,1628,44.74,IN,Switzerland County,18155,Indiana,-4.253421909276556
27207,30711,61916,0.439417921054,0.496010724207,3504,5.66,IN,Tippecanoe County,18157,Indiana,-4.602096424909008
1587,5589,7510,0.211318242344,0.744207723036,4002,53.29,IN,Tipton County,18159,Indiana,-4.196373779291558
715,2445,3286,0.217589774802,0.744065733414,1730,52.65,IN,Union County,18161,Indiana,-4.1965645904920335
28296,40422,71957,0.39323484859,0.561752157539,12126,16.85,IN,Vanderburgh County,18163,Indiana,-4.477633220981331
2081,4511,6913,0.301027050485,0.652538695212,2430,35.15,IN,Vermillion County,18165,Indiana,-4.3278235323398855
15922,21924,39569,0.402385705982,0.554070105386,6002,15.17,IN,Vigo County,18167,Indiana,-4.491402750025961
3018,9819,13415,0.224972046217,0.731941856131,6801,50.7,IN,Wabash County,18169,Indiana,-4.212992893493842
839,2896,3919,0.214085225823,0.738964021434,2057,52.49,IN,Warren County,18171,Indiana,-4.203444738497217
9086,19133,29609,0.306866155561,0.646188658854,10047,33.93,IN,Warrick County,18173,Indiana,-4.337602470068854
2636,8206,11333,0.232595076326,0.724080120004,5570,49.15,IN,Washington County,18175,Indiana,-4.223791923533307
8322,16028,25575,0.325395894428,0.626705767351,7706,30.13,IN,Wayne County,18177,Indiana,-4.368216812866818
2585,9999,13123,0.196982397318,0.761944677284,7414,56.5,IN,Wells County,18179,Indiana,-4.172820021723784
2563,6813,9902,0.258836598667,0.688042819632,4250,42.92,IN,White County,18181,Indiana,-4.274842898951418
3379,11357,15535,0.217508850982,0.73105889926,7978,51.36,IN,Whitley County,18183,Indiana,-4.21419994273828
1398,3575,5314,0.263078660143,0.672751223184,2177,40.97,KS,Allen County,20001,Kansas,-4.297318364994853
665,2386,3277,0.202929508697,0.728104974062,1721,52.52,KS,Anderson County,20003,Kansas,-4.218248739843601
1946,3977,6393,0.304395432504,0.622086657281,2031,31.77,KS,Atchison County,20005,Kansas,-4.3756145693628214
281,1822,2209,0.127206880942,0.824807605251,1541,69.76,KS,Barber County,20007,Kansas,-4.09354381940365
1823,7766,10088,0.180709754163,0.769825535289,5943,58.91,KS,Barton County,20009,Kansas,-4.162530061156871
1306,4314,5918,0.220682663062,0.728962487327,3008,50.83,KS,Bourbon County,20011,Kansas,-4.217071699813918
850,2861,3960,0.214646464646,0.722474747475,2011,50.78,KS,Brown County,20013,Kansas,-4.226011505001206
6489,18781,27051,0.239880226239,0.6942811726,12292,45.44,KS,Butler County,20015,Kansas,-4.26581694649008
313,964,1342,0.233233979136,0.718330849478,651,48.51,KS,Chase County,20017,Kansas,-4.231763716724765
236,1552,1845,0.127913279133,0.841192411924,1316,71.33,KS,Chautauqua County,20019,Kansas,-4.073873549534745
1959,6017,8386,0.233603625089,0.717505366086,4058,48.39,KS,Cherokee County,20021,Kansas,-4.232913546313962
188,1172,1409,0.133427963094,0.831795599716,984,69.84,KS,Cheyenne County,20023,Kansas,-4.085107235564995
118,813,983,0.12004069176,0.827060020346,695,70.7,KS,Clark County,20025,Kansas,-4.090816704402351
665,2831,3727,0.178427689831,0.75959216528,2166,58.12,KS,Clay County,20027,Kansas,-4.175912308171007
744,2856,3831,0.194205168363,0.745497259201,2112,55.13,KS,Cloud County,20029,Kansas,-4.194642515044653
719,2990,3962,0.181474003029,0.75466935891,2271,57.32,KS,Coffey County,20031,Kansas,-4.182414254676429
102,705,857,0.119019836639,0.822637106184,603,70.36,KS,Comanche County,20033,Kansas,-4.096178809589094
3436,8016,12171,0.282310409991,0.658614739956,4580,37.63,KS,Cowley County,20035,Kansas,-4.318555222352493
5064,8394,14404,0.351569008609,0.582754790336,3330,23.12,KS,Crawford County,20037,Kansas,-4.4409274746784
178,1220,1460,0.121917808219,0.835616438356,1042,71.37,KS,Decatur County,20039,Kansas,-4.080524270778416
1582,5905,8008,0.197552447552,0.737387612388,4323,53.98,KS,Dickinson County,20041,Kansas,-4.205580286166208
584,2601,3366,0.173499702911,0.772727272727,2017,59.92,KS,Doniphan County,20043,Kansas,-4.158767803105593
30089,14308,48231,0.623851879497,0.296655677884,15781,32.72,KS,Douglas County,20045,Kansas,-5.11612184025368
208,1033,1308,0.159021406728,0.789755351682,825,63.07,KS,Edwards County,20047,Kansas,-4.136970756700591
160,1048,1259,0.127084988086,0.832406671962,888,70.53,KS,Elk County,20049,Kansas,-4.084372862966348
2669,8311,11660,0.228902229846,0.712778730703,5642,48.39,KS,Ellis County,20051,Kansas,-4.23952293615496
515,1933,2626,0.196115765423,0.73610053313,1418,54,KS,Ellsworth County,20053,Kansas,-4.207327269457871
3006,6155,9731,0.308909670126,0.632514643921,3149,32.36,KS,Finney County,20055,Kansas,-4.358990600007346
2032,4994,7425,0.27367003367,0.672592592593,2962,39.89,KS,Ford County,20057,Kansas,-4.2975541866337155
2829,7025,10658,0.265434415463,0.65912929255,4196,39.37,KS,Franklin County,20059,Kansas,-4.31777426245822
2569,4116,7129,0.360359096647,0.577360078552,1547,21.7,KS,Geary County,20061,Kansas,-4.450227847967506
149,1127,1328,0.112198795181,0.848644578313,978,73.64,KS,Gove County,20063,Kansas,-4.065053509800041
185,1013,1265,0.146245059289,0.800790513834,828,65.45,KS,Graham County,20065,Kansas,-4.123094590716067
427,1755,2311,0.184768498486,0.759411510169,1328,57.46,KS,Grant County,20067,Kansas,-4.1761501681772355
257,1651,2011,0.127797115863,0.820984584784,1394,69.32,KS,Gray County,20069,Kansas,-4.098189639655286
83,523,639,0.129890453834,0.818466353678,440,68.86,KS,Greeley County,20071,Kansas,-4.101261684115289
484,2146,2811,0.172180718605,0.763429384561,1662,59.12,KS,Greenwood County,20073,Kansas,-4.1708733415185755
114,690,847,0.134592680047,0.814639905549,576,68,KS,Hamilton County,20075,Kansas,-4.105947790863885
388,1950,2513,0.154397134899,0.775964982093,1562,62.16,KS,Harper County,20077,Kansas,-4.154586579789089
5006,8503,14540,0.344291609354,0.584800550206,3497,24.05,KS,Harvey County,20079,Kansas,-4.437423123505417
228,1011,1300,0.175384615385,0.777692307692,783,60.23,KS,Haskell County,20081,Kansas,-4.152363018232692
124,845,1006,0.123260437376,0.839960238569,721,71.67,KS,Hodgeman County,20083,Kansas,-4.075339417105161
1489,3888,5727,0.25999650777,0.678889470927,2399,41.89,KS,Jackson County,20085,Kansas,-4.288235640616943
2483,5112,8151,0.304625199362,0.627162311373,2629,32.25,KS,Jefferson County,20087,Kansas,-4.367488595839967
180,1204,1483,0.12137559002,0.811867835469,1024,69.05,KS,Jewell County,20089,Kansas,-4.109356410071868
126324,133907,279753,0.451555479298,0.478661533567,7583,2.71,KS,Johnson County,20091,Kansas,-4.637700235648539
224,1048,1325,0.169056603774,0.790943396226,824,62.19,KS,Kearny County,20093,Kansas,-4.1354675673429995
594,2507,3281,0.181042365133,0.7640963121,1913,58.31,KS,Kingman County,20095,Kansas,-4.170000128605908
111,855,1023,0.108504398827,0.8357771261,744,72.73,KS,Kiowa County,20097,Kansas,-4.080331990817656
2234,5232,7919,0.282106326556,0.660689480995,2998,37.86,KS,Labette County,20099,Kansas,-4.3154100148766315
104,684,831,0.125150421179,0.823104693141,580,69.8,KS,Lane County,20101,Kansas,-4.095610571035787
10064,17387,29676,0.339129262704,0.585894325381,7323,24.68,KS,Leavenworth County,20103,Kansas,-4.43555453158439
214,1168,1448,0.147790055249,0.806629834254,954,65.88,KS,Lincoln County,20105,Kansas,-4.115829103360807
721,3377,4279,0.168497312456,0.789203084833,2656,62.07,KS,Linn County,20107,Kansas,-4.1376702898342685
149,1124,1348,0.110534124629,0.833827893175,975,72.33,KS,Logan County,20109,Kansas,-4.082666954821844
4456,6354,11745,0.379395487441,0.540996168582,1898,16.16,KS,Lyon County,20111,Kansas,-4.515281776067385
1177,3928,5465,0.215370539799,0.718755718207,2751,50.34,KS,Marion County,20115,Kansas,-4.2311724249391025
1060,3250,4578,0.231542158148,0.709916994321,2190,47.84,KS,Marshall County,20117,Kansas,-4.243545918991395
3183,8407,12443,0.255806477538,0.675640922607,5224,41.98,KS,McPherson County,20113,Kansas,-4.293032217443605
206,1390,1675,0.122985074627,0.829850746269,1184,70.69,KS,Meade County,20119,Kansas,-4.087448111937155
3949,9839,14712,0.26842033714,0.668773790103,5890,40.04,KS,Miami County,20121,Kansas,-4.303248101222006
469,2216,2824,0.166076487252,0.784702549575,1747,61.86,KS,Mitchell County,20123,Kansas,-4.143389244549189
2557,8466,11623,0.219994837822,0.728383377785,5909,50.84,KS,Montgomery County,20125,Kansas,-4.217866445366563
586,1790,2568,0.228193146417,0.697040498442,1204,46.88,KS,Morris County,20127,Kansas,-4.261850459778718
145,970,1160,0.125,0.836206896552,825,71.12,KS,Morton County,20129,Kansas,-4.079817906405792
714,4066,5025,0.142089552239,0.809154228856,3352,66.71,KS,Nemaha County,20131,Kansas,-4.11270443254178
1464,4340,6151,0.238010079662,0.705576329052,2876,46.76,KS,Neosho County,20133,Kansas,-4.249679015917322
160,1216,1435,0.11149825784,0.847386759582,1056,73.59,KS,Ness County,20135,Kansas,-4.066536759470609
277,1808,2190,0.126484018265,0.825570776256,1531,69.91,KS,Norton County,20137,Kansas,-4.09261897566121
1730,4713,6894,0.250942848854,0.68363794604,2983,43.27,KS,Osage County,20139,Kansas,-4.281265513956271
231,1437,1753,0.13177410154,0.819737592698,1206,68.8,KS,Osborne County,20141,Kansas,-4.099709692645632
424,2261,2866,0.147941381717,0.788904396371,1837,64.1,KS,Ottawa County,20143,Kansas,-4.138048829913603
567,1872,2602,0.217909300538,0.719446579554,1305,50.15,KS,Pawnee County,20145,Kansas,-4.230211695838316
296,2200,2611,0.113366526235,0.842589046342,1904,72.92,KS,Phillips County,20147,Kansas,-4.072214623156333
2191,7451,10359,0.211506902211,0.719277922579,5260,50.78,KS,Pottawatomie County,20149,Kansas,-4.23044614930807
769,2824,3806,0.202049395691,0.741986337362,2055,53.99,KS,Pratt County,20151,Kansas,-4.199363143046183
160,1209,1448,0.110497237569,0.834944751381,1049,72.44,KS,Rawlins County,20153,Kansas,-4.081328416134267
6670,15100,23448,0.284459228932,0.643978164449,8430,35.95,KS,Reno County,20155,Kansas,-4.341029153390842
370,1993,2484,0.148953301127,0.802334943639,1623,65.34,KS,Republic County,20157,Kansas,-4.1211678166440775
668,2652,3567,0.18727221755,0.743481917578,1984,55.62,KS,Rice County,20159,Kansas,-4.197349527856004
8892,9817,20475,0.434285714286,0.479462759463,925,4.52,KS,Riley County,20161,Kansas,-4.636027746831386
273,1999,2378,0.11480235492,0.840622371741,1726,72.58,KS,Rooks County,20163,Kansas,-4.074551436553418
227,1177,1474,0.154002713704,0.798507462687,950,64.45,KS,Rush County,20165,Kansas,-4.125949659291603
454,2544,3148,0.144218551461,0.80813214739499994,2090,66.39,KS,Russell County,20167,Kansas,-4.113968378880633
6084,13367,21206,0.286899933981,0.630340469678,7283,34.34,KS,Saline County,20169,Kansas,-4.362433871318034
232,1832,2159,0.107457156091,0.8485409912,1600,74.11,KS,Scott County,20171,Kansas,-4.0651755790834345
66716,101319,180750,0.369106500692,0.560547717842,34603,19.14,KS,Sedgwick County,20173,Kansas,-4.4797795994775225
1491,3025,4743,0.314358001265,0.637781994518,1534,32.34,KS,Seward County,20175,Kansas,-4.350697449216152
33270,35349,73648,0.451743428199,0.479972300673,2079,2.82,KS,Shawnee County,20177,Kansas,-4.634965577479699
126,1186,1362,0.0925110132159,0.870778267254,1060,77.83,KS,Sheridan County,20179,Kansas,-4.03930660095497
340,2043,2537,0.13401655498600001,0.805281828932,1703,67.13,KS,Sherman County,20181,Kansas,-4.117501658584563
295,1635,2014,0.146474677259,0.811817279047,1340,66.53,KS,Smith County,20183,Kansas,-4.109418683749891
303,1485,1884,0.160828025478,0.78821656051,1182,62.74,KS,Stafford County,20185,Kansas,-4.138921097702083
132,580,742,0.177897574124,0.78167115903,448,60.38,KS,Stanton County,20187,Kansas,-4.147259833429607
215,1564,1853,0.116028062601,0.844036697248,1349,72.8,KS,Stevens County,20189,Kansas,-4.070497998982895
2039,6844,9494,0.214767221403,0.720876342953,4805,50.61,KS,Sumner County,20191,Kansas,-4.228226357902935
467,2832,3483,0.13407981625,0.813092161929,2365,67.9,KS,Thomas County,20193,Kansas,-4.1078495093559875
193,1211,1459,0.132282385195,0.830020562029,1018,69.77,KS,Trego County,20195,Kansas,-4.087243498772576
773,2358,3340,0.231437125749,0.705988023952,1585,47.46,KS,Wabaunsee County,20197,Kansas,-4.2490956986767054
45,711,779,0.0577663671374,0.91270860077,666,85.49,KS,Wallace County,20199,Kansas,-3.9922773098708864
378,2136,2677,0.141202838999,0.797908106089,1758,65.67,KS,Washington County,20201,Kansas,-4.126700537243289
139,765,934,0.148822269807,0.819057815846,626,67.02,KS,Wichita County,20203,Kansas,-4.100539298205232
550,2747,3482,0.157955198162,0.788914417002,2197,63.1,KS,Wilson County,20205,Kansas,-4.138036128035649
270,1063,1420,0.19014084507,0.748591549296,793,55.85,KS,Woodson County,20207,Kansas,-4.190500466056197
29346,15520,47467,0.618240040449,0.326963996039,13826,29.13,KS,Wyandotte County,20209,Kansas,-5.018843911806167
1323,6637,8228,0.16079241614,0.806635877491,5314,64.58,KY,Adair County,21001,Kentucky,-4.115821611430674
1349,6466,8085,0.166852195424,0.799752628324,5117,63.29,KY,Allen County,21003,Kentucky,-4.12439150752904
2634,8242,11414,0.230769230769,0.722095671982,5608,49.13,KY,Anderson County,21005,Kentucky,-4.2265363330007215
816,3161,4097,0.199170124481,0.77154015133,2345,57.24,KY,Ballard County,21007,Kentucky,-4.160305259134707
4275,13483,18473,0.231418827478,0.729876035295,9208,49.85,KY,Barren County,21009,Kentucky,-4.215819267727366
1361,3082,4577,0.297356346952,0.673366834171,1721,37.6,KY,Bath County,21011,Kentucky,-4.296403718576505
1720,7764,9714,0.177064031295,0.799258801729,6044,62.22,KY,Bell County,21013,Kentucky,-4.125009172420508
15026,39082,57550,0.261094700261,0.67909643788,24056,41.8,KY,Boone County,21015,Kentucky,-4.287930826033433
2791,5569,8791,0.31748379024,0.633488795359,2778,31.6,KY,Bourbon County,21017,Kentucky,-4.357451660064475
6021,13591,20443,0.294526243702,0.664824145184,7570,37.03,KY,Boyd County,21019,Kentucky,-4.3091714104330565
4281,8040,12928,0.331141707921,0.621905940594,3759,29.08,KY,Boyle County,21021,Kentucky,-4.3759051123911
705,2711,3522,0.200170357751,0.76973310619,2006,56.96,KY,Bracken County,21023,Kentucky,-4.162650133360191
1537,3991,5728,0.268331005587,0.696752793296,2454,42.84,KY,Breathitt County,21025,Kentucky,-4.262263297395015
1960,6484,8765,0.223616657159,0.739760410724,4524,51.61,KY,Breckinridge County,21027,Kentucky,-4.202367608303547
8255,26210,36036,0.229076479076,0.727328227328,17955,49.83,KY,Bullitt County,21029,Kentucky,-4.219316115257331
947,4428,5575,0.169865470852,0.794260089686,3481,62.44,KY,Butler County,21031,Kentucky,-4.131282996303056
1260,4507,5972,0.210984594776,0.754688546551,3247,54.37,KY,Caldwell County,21033,Kentucky,-4.182388829771002
4749,10367,16039,0.296090778727,0.646361992643,5618,35.03,KY,Calloway County,21035,Kentucky,-4.337334265817302
